adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/rStbi6Sm1JWk4S3pCqULUY7GMDB.jpg,"[18, 36]",506528,en,Harriet,"The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes. Her courage, ingenuity and tenacity freed hundreds of slaves and changed the course of history.",19.46,/bNmuY9vOx1AEh3G8G1IUppFKAgj.jpg,2019-11-01,Harriet,False,7.3,587
False,/z3QtDJam7FsRqD9z6WvmQBa7Jxm.jpg,"[35, 18, 10749]",283350,en,Before We Go,A woman who is robbed on her way to catch the 1:30 train to Boston is left stranded in New York City. She meets a man who helps her during the course of the night and the two form a romance.,19.434,/hbWU6Q6owywuCzLRSJ0Nzxh0E2E.jpg,2014-09-04,Before We Go,False,6.7,1533
False,/ydRoUWyhAMv1FstnWlo5EiZWEbc.jpg,"[18, 10749]",239571,en,The Best of Me,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,19.432,/8QBWh2Iwf1iUfsu2NfCue2V1hpV.jpg,2014-10-15,The Best of Me,False,7.5,2269
False,/bqFO92d1idNAI4OOncUrduz2YoA.jpg,"[28, 80, 53, 18]",10428,en,Hackers,"Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use their computer skills to find the evidence while being pursued by the Secret Service and the evil computer genius behind the virus.",19.423,/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,1995-09-14,Hackers,False,6.3,981
False,/uUIIZIwAX6yFgCncIVbMTHvlbJo.jpg,"[28, 53, 12, 80]",4824,en,The Jackal,"Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him.",19.418,/wkLF73oenC1n1DDKKU7oyLKVcMa.jpg,1997-11-14,The Jackal,False,6.3,1497
False,/dQfBTEbOPmIK33DdfxNxZwqXWbw.jpg,"[18, 28, 53, 80]",10632,en,The Hunted,"In the wilderness of British Columbia, two hunters are tracked and viciously murdered by Aaron Hallum. A former Special Operations instructor is approached and asked to apprehend Hallum—his former student—who has 'gone rogue' after suffering severe battle stress from his time in Kosovo.",19.408,/iIl3l7BPenoVpdRJAqIXeIgMQvV.jpg,2003-03-11,The Hunted,False,6.1,585
False,/1HEdbjJ20vXn8nW1LwPMc5lY63U.jpg,"[18, 53, 80, 10749]",116,en,Match Point,"Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would take him far from it - palms start to sweat and a dark psychological match in his head begins.",19.376,/vHjEVTD8ucuwKSFOZJeyAnTZYli.jpg,2005-10-26,Match Point,False,7.3,3433
False,/aMCemu5HAADo7hYzxK5DUZq5nF9.jpg,"[878, 28]",425505,en,Kin,"A young boy finds a powerful otherworldly weapon, which he uses to save his older adoptive brother from a crew of thugs. Before long, the two of them are also pursued by federal agents and mysterious mercenaries aiming to reclaim their asset.",19.362,/oPE5GXHaTlu5eRcd4USuOX3A1mf.jpg,2018-08-29,Kin,False,6.2,683
False,/s90zsx8QQmgkXVhM6TJEYAaWy2I.jpg,"[12, 18, 36]",978,en,Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",19.362,/AwAlbBjAf6K0aX8PPyhTUB1S3X7.jpg,1997-09-12,Seven Years in Tibet,False,7.2,2261
False,/ofC1u2mYUWdZI3RxLW4dBvh9Q39.jpg,"[28, 16, 80, 18]",382322,en,Batman: The Killing Joke,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness.",19.355,/nxncAAL1FUKtQWs4uhs5jf1MVut.jpg,2016-07-24,Batman: The Killing Joke,False,6.6,1468
False,/ynnarxTMs8jWKV9GK0SpUhGNCgH.jpg,"[53, 80, 18]",8848,en,The Bank Job,"Terry is a small-time car dealer trying to leave his shady past behind and start a family. Martine is a beautiful model from Terry's old neighbourhood who knows that Terry is no angel. When Martine proposes a foolproof plan to rob a bank, Terry recognises the danger but realises this may be the opportunity of a lifetime. As the resourceful band of thieves burrows its way into a safe-deposit vault at a Lloyds Bank, they quickly realise that, besides millions in riches, the boxes also contain secrets that implicate everyone from London's most notorious underworld gangsters to powerful government figures, and even the Royal Family. Although the heist makes headlines throughout Britain for several days, a government gag order eventually brings all reporting of the case to an immediate halt.",19.353,/ayrGDJDsSBczjztGUWKqmzL97xg.jpg,2008-02-28,The Bank Job,False,6.8,1775
False,/9j4kCSoosMnHZOBSZzPDVxAc89I.jpg,"[35, 10749]",225565,en,That Awkward Moment,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",19.342,/6uOm6ryZg4GhYRPQZ2ID2TkTdpY.jpg,2014-01-29,That Awkward Moment,False,6.1,2370
False,/aYUXYxppBtUJgDW1ahAlO2sEVsq.jpg,"[16, 10751]",355338,en,Riley's First Date?,"Riley, now 12, who is hanging out with her parents at home when potential trouble comes knocking. Mom's and Dad's Emotions find themselves forced to deal with Riley going on her first ""date.""",19.337,/cGLwfmLqg39822RFQMUDat0UJev.jpg,2015-11-03,Riley's First Date?,False,7.2,682
False,/m11Mej9vbQqcXWgYrgPboCJ9NUh.jpg,"[12, 18, 10752]",8619,en,Master and Commander: The Far Side of the World,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",19.332,/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg,2003-11-14,Master and Commander: The Far Side of the World,False,7.1,2483
False,/ryWz2DS0DkTXNbY2F1eTcrH1NcT.jpg,"[18, 12, 37]",44264,en,True Grit,"Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.",19.32,/ptkuKjtIgYRrcX87YzyBjQGh8YU.jpg,2010-12-22,True Grit,False,7.3,4440
False,/hrUYRjmMniDyxAsuXhhNC4vrfck.jpg,"[18, 80, 36]",261023,en,Black Mass,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",19.317,/zfwciv4LIJkNQsfuhYGv0Nkiweg.jpg,2015-09-04,Black Mass,False,6.4,2863
False,/molRDQpn4BgEViBDwq3poCndVvg.jpg,[18],60308,en,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",19.302,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,2011-09-22,Moneyball,False,7.2,4048
False,/lpTXHNKCozJgfUQZZJ1Xn3LKpIS.jpg,"[35, 80]",115,en,The Big Lebowski,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",19.275,/5DpmtMBXXNDujIuSlKW3WLKuqEd.jpg,1998-03-06,The Big Lebowski,False,7.8,9369
False,/AfGp6Ev3BVdEd7L99kGQzOzsqRb.jpg,"[18, 36, 12]",568,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1970, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",19.273,/oYUZHYMwNKnE1ef4WE5Hw2a9OAY.jpg,1995-06-30,Apollo 13,False,7.4,4517
False,/jB5zHG1eHh0OC1S61itXNApZlLD.jpg,"[12, 35, 16]",399174,en,Isle of Dogs,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",19.26,/c0nUX6Q1ZB0P2t1Jo6EeFSVnOGQ.jpg,2018-03-23,Isle of Dogs,False,7.9,3911
False,/uFUm3ehg69VwtHf3ryMzPZXqRtd.jpg,"[80, 28, 35]",4638,en,Hot Fuzz,"As a former London constable, Nicholas Angel finds it difficult to adapt to his new assignment in the sleepy British village of Sandford. Not only does he miss the excitement of the big city, but he also has a well-meaning oaf for a partner. However, when a series of grisly accidents rocks Sandford, Angel smells something rotten in the idyllic village.",19.259,/zPib4ukTSdXvHP9pxGkFCe34f3y.jpg,2007-02-14,Hot Fuzz,False,7.5,6210
False,/goBTeGaT42cVNjXRlRVQDnEmCvI.jpg,"[14, 18, 53, 10749]",1491,en,The Illusionist,"With his eye on a lovely aristocrat, a gifted illusionist named Eisenheim uses his powers to win her away from her betrothed, a crown prince. But Eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector.",19.254,/4I1oOPHNrHLcvz3wTMuETJLws9z.jpg,2006-08-18,The Illusionist,False,7.3,4086
False,/u0dh7MWHpJAXhpC3pkLRbu5zFVU.jpg,"[80, 18]",524,en,Casino,"In early-1970s Las Vegas, low-level mobster Sam ""Ace"" Rothstein gets tapped by his bosses to head the Tangiers Casino. At first, he's a great success in the job, but over the years, problems with his loose-cannon enforcer Nicky Santoro, his ex-hustler wife Ginger, her con-artist ex Lester Diamond and a handful of corrupt politicians put Sam in ever-increasing danger.",19.253,/znekQtDwXQrll2XYZqXOxncCgLd.jpg,1995-11-22,Casino,False,8.0,4542
False,/uMAfeJ7GldjZNagLjWenFnuCjI8.jpg,"[18, 27, 53]",86825,en,Stoker,"After India's father dies, her Uncle Charlie, who she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him.",19.237,/sdmykiEBpNivXMeuxaEwyc0vxyM.jpg,2013-02-28,Stoker,False,6.6,1871
False,/hExj5Q2lrXZCjZQT0N9j3MHpa9n.jpg,"[35, 10402, 10749]",9768,en,Cry-Baby,A prim and proper schoolgirl goes against her grandmother's wishes when she dates a motorcycle-riding juvenile delinquent.,19.22,/qV1XYzb2QTvpcnfSnYVSunGQ4XA.jpg,1990-04-05,Cry-Baby,False,6.6,1279
False,/8K7ts1ewqZz00sOObpTRSljLdBv.jpg,"[35, 18, 10749]",7326,en,Juno,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child.",19.217,/jNIn2tVhpvFD6P9IojldI3mNYcn.jpg,2007-12-05,Juno,False,7.0,6149
False,/vSJqgqRCzILnsFNzN01CosNgGI.jpg,[35],137093,en,Last Vegas,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal.,19.199,/dWthL8UGlsDIOmtXXVrLKa7jgfk.jpg,2013-10-31,Last Vegas,False,6.4,1848
False,/vQYwarUtaeyDYgwmcaTJYX1yix2.jpg,"[35, 10749]",549053,en,Last Christmas,"Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.",19.179,/kDEjffiKgjuGo2DRzsqfjvW0CQh.jpg,2019-11-07,Last Christmas,False,7.3,1881
False,/ltlPFTMRsohmi2QbbSZUkAVg7Nc.jpg,"[878, 28, 16, 12]",297556,en,Justice League: Throne of Atlantis,"After the events of Justice League: War, Ocean Master and Black Manta have declared a war against the surface in retaliation of the aftermath of Apokoliptian-tyrant Darkseid's planetary invasion. Queen Atlanna seeks out her other son, Ocean Master’s half-brother Arthur Curry, a half-human with aquatic powers with no knowledge of his Atlantean heritage, to restore balance.  Living with powers he doesn’t understand and seeing the danger around him, Curry takes steps to embrace his destiny, joining the Justice League, and with his new teammates he battles to save Earth from total destruction.",19.143,/wjD6lr6vi9DIwwyDZaOjGpIbulu.jpg,2015-01-27,Justice League: Throne of Atlantis,False,7.1,738
False,/tiIpajUBpLMNWMEzpjRBxo0jCbD.jpg,"[18, 53]",425972,en,Cargo,"After being infected in the wake of a violent pandemic and with only 48 hours to live, a father struggles to find a new home for his baby daughter.",19.099,/cdPSUck4tBRvRu6DFk6XciDrssn.jpg,2017-10-06,Cargo,False,6.4,1431
False,/m8hh2IQTFqLN2EMDDiAngf6UYY8.jpg,"[12, 16, 10751, 14]",10539,en,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",19.099,/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg,1996-04-12,James and the Giant Peach,False,6.5,1061
False,/i3IOqOFdAdjw0ebQXkIevybkkNF.jpg,"[12, 35, 878]",7453,en,The Hitchhiker's Guide to the Galaxy,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",19.097,/yr9A3KGQlxBh3yW0cmglsr8aMIz.jpg,2005-04-28,The Hitchhiker's Guide to the Galaxy,False,6.7,3287
False,/2c0Ls3EwFoWJWVqWuaMyCUAgmzD.jpg,"[28, 80, 53, 18]",8978,en,Assault on Precinct 13,"On New Year's Eve, inside a police station that's about to be closed for good, officer Jake Roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster Marion Bishop.",19.093,/cqdH1UH0RXKOjeRAwKc8MGMVOfy.jpg,2005-01-19,Assault on Precinct 13,False,6.1,851
False,/a9jZrU7LJk6mAUjmkbEmTiC52l0.jpg,"[35, 10751]",425001,en,The War with Grandpa,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.",19.083,/ltyARDw2EFXZ2H2ERnlEctXPioP.jpg,2020-08-27,The War with Grandpa,False,6.5,715
False,/3ZiM6gm2XL8qnhZCXsTjixvaH4v.jpg,"[28, 80, 18, 53]",13804,en,Fast & Furious,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",19.079,/AmY8rE2HzWzZs5S81CygXXYDjki.jpg,2009-04-02,Fast & Furious,False,6.7,5994
False,/mJX0K28KqaDdvYyvuiqI7uYHc8Y.jpg,"[35, 10749]",3563,en,I Now Pronounce You Chuck & Larry,"Firefighters Chuck Ford and Larry Valentine are guy's guys, loyal to the core—which is why when widower Larry asks Chuck to pose as his gay lover so that he can get domestic partner benefits for his kids, his buddy agrees. However, things get dicey when a bureaucrat comes calling, and the boys are forced to present a picture of domestic bliss.",19.051,/6wjJ9EnNw4cmTSZYgnao7RpI3X.jpg,2007-07-12,I Now Pronounce You Chuck & Larry,False,6.0,1901
False,/5g0W5MUP75zyfluLhhVet15F71z.jpg,"[80, 18]",359940,en,"Three Billboards Outside Ebbing, Missouri","After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",19.05,/vgvw6w1CtcFkuXXn004S5wQsHRl.jpg,2017-12-01,"Three Billboards Outside Ebbing, Missouri",False,8.1,8573
False,/lqL9EnG9okK0rcBl5a89qiCU9vO.jpg,"[18, 27, 53]",17609,en,Antichrist,"A grieving couple retreats to their cabin 'Eden' in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",19.04,/7dZolgPm00vOd7RxWOMf94pA67J.jpg,2009-05-20,Antichrist,False,6.7,2079
False,/ktivqGIKG8hk9nwwX2G2FgsBgaD.jpg,"[99, 10402]",331781,en,Amy,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs.",19.029,/qL0RepWSNUuZoeDXfyhqowVYhrn.jpg,2015-07-03,Amy,False,7.6,1018
False,/pJS6cZBDKkjh9zPno74EmPErdaw.jpg,"[878, 80, 16, 9648, 28]",537056,en,Batman: Hush,"A mysterious new villain known only as Hush uses a gallery of villains to destroy Batman's crime-fighting career as well as Bruce Wayne's personal life, which has been further complicated by a relationship with Selina Kyle/Catwoman.",19.027,/eiVQORVyVuNNZHPAELuWtlXoQsD.jpg,2019-07-19,Batman: Hush,False,7.3,641
False,/3B4DbexR2hXINqJN6LqhmmAaVeS.jpg,"[18, 10749, 14]",24420,en,The Time Traveler's Wife,"Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire.",19.011,/J3ewuzQwhFro0pDpdcbZ4j7MYy.jpg,2009-08-14,The Time Traveler's Wife,False,6.9,2065
False,/lTjRJ18JzsSfpwIdhCjv5BAMs03.jpg,"[36, 53, 10752]",351339,en,Anthropoid,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",19.005,/5hUghRVVkBYufftfNQkGevY5AmE.jpg,2016-08-12,Anthropoid,False,7.1,823
False,/9B4198IzCI0POkUIVu5yQ2s7Pzr.jpg,"[18, 35, 10402]",71,en,Billy Elliot,"Set against the background of the 1984 Miners' Strike, 11-year-old Billy Elliot stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes.",19.001,/mYtqgWCJiXpDeZwjVcC3OQGD8IR.jpg,2000-09-28,Billy Elliot,False,7.6,3232
False,/hljMglukfpnfaNmUgMuORmL4OVW.jpg,"[10751, 16, 12]",21032,en,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.",18.997,/dCVcdb5oxDizqFLz0F7TE60NoC9.jpg,1995-12-22,Balto,False,7.3,1722
False,/mUc1RPyhk2LR7FHkJ0yslvXMWu6.jpg,"[28, 12, 16, 878]",30061,en,Justice League: Crisis on Two Earths,"A heroic version of Lex Luthor from an alternate universe appears to recruit the Justice League to help save his Earth from the Crime Syndicate, an evil version of the League. What ensues is the ultimate battle of good versus evil in a war that threatens both planets and, through a devious plan launched by Batman's counterpart Owlman, puts the balance of all existence in peril.",18.996,/5Cjrxbv0BIxzgKFC9PYcgmPtnMV.jpg,2010-02-23,Justice League: Crisis on Two Earths,False,7.4,550
False,/kIWWulkzc3kELHJx84l3JNeZmzz.jpg,[35],345922,en,Fist Fight,"When one school teacher gets the other fired, he is challenged to an after-school fight.",18.989,/huRhv4IZDk2ds0DIDkI6uxdmb6J.jpg,2017-02-16,Fist Fight,False,6.1,1065
False,/kUpD6EnpnQBi3mjYxmiM4xvuh8g.jpg,"[27, 878, 35]",9035,en,Slither,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",18.986,/7D4ZS7LUnc89ptIt0yW7L4SYPOG.jpg,2006-03-31,Slither,False,6.5,1140
False,/38aZpqLLSbmSlMTVkq7EIO7e1OR.jpg,"[35, 10749]",9522,en,Wedding Crashers,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",18.985,/lFM3lk2zVzC1YFnKm0r6LbFPyRu.jpg,2005-07-13,Wedding Crashers,False,6.5,3700
False,/kP2DsgcIwuubm3WBvmxJcWFKzL2.jpg,"[53, 18, 9648]",3594,en,The Number 23,"Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",18.975,/mlNU8a1SkTu6cKA4LAoZxfNPng0.jpg,2007-02-23,The Number 23,False,6.4,2707
False,/ffhEI3V9FpqeFumr5uZmxJvczrt.jpg,"[16, 10751, 35]",77887,en,Hawaiian Vacation,The toys throw Ken and Barbie a Hawaiian vacation in Bonnie's room.,18.97,/tByW10AkjWG0DtZwN2E2trT88DD.jpg,2011-06-16,Hawaiian Vacation,False,7.0,533
False,/l5sD0AK286fBpXyDHRCbtaFMArN.jpg,"[35, 18, 10749]",7303,en,Maid in Manhattan,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",18.97,/a0xOVDKEWW1nyArKFS3Fg1b4PsE.jpg,2002-12-13,Maid in Manhattan,False,6.1,1600
False,/o2wIovO2h1h23TPun6937oFf41y.jpg,"[35, 18, 10402, 10749]",6282,en,Coyote Ugly,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",18.967,/xYM0laKrEqjiRSQNvqRrXPXN3iL.jpg,2000-07-30,Coyote Ugly,False,6.3,1720
False,/oU0lGpUukjNOgZeuIqueNM3QiBE.jpg,"[14, 18, 10751]",10510,en,Miracle on 34th Street,"Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago, but, after meeting a special department store Santa who's convinced he's the real thing, Susan is given the most precious gift of all—something to believe in.",18.964,/sWjL1zD0XjQrOTP9jLiAbzvBKEW.jpg,1994-11-18,Miracle on 34th Street,False,6.7,815
False,/8TnEls6hvTTXZZvc8nx4ShaPGlx.jpg,"[12, 35, 80, 878]",817,en,Austin Powers: The Spy Who Shagged Me,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo,’ Austin must return to the swingin' '60s himself - with the help of American agent, Felicity Shagwell - to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions to try to save the world in his own unbelievably groovy way.",18.959,/f2ohIBEbc3eERyU5pgSknm8DqUj.jpg,1999-06-08,Austin Powers: The Spy Who Shagged Me,False,6.2,2713
False,/4TnGcUsyd6ixuLWHaaEG5BGkAIp.jpg,"[18, 10749]",688,en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,18.945,/8TfLAfIh5Qxp2J4ZjOafHYhWtDb.jpg,1995-05-28,The Bridges of Madison County,False,7.7,1694
False,/yych1GDUoSs4r51o1feBnOn5szq.jpg,"[28, 18, 878, 53]",6950,en,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",18.939,/j2aUG2IA3hwv6Zo1kYM7xUCV0Ck.jpg,1995-03-10,Outbreak,False,6.5,1810
False,/smkfmluUB2EhgpWAj27mbKlvYgQ.jpg,"[18, 53]",2652,en,Hard Candy,"Hayley’s a smart, charming teenage girl. Jeff’s a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff’s place. Jeff thinks it’s his lucky night. He’s in for a surprise.",18.911,/uHTmlcivbPeclEdmtuQg3zOQWPS.jpg,2005-01-14,Hard Candy,False,6.8,2108
False,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,"[18, 10749]",76,en,Before Sunrise,"On his way to Vienna, American Jesse meets Céline, a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other.",18.904,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,1995-01-27,Before Sunrise,False,8.0,3185
False,/5eb7l7AE2yU0mvb38fR5qLNhDDH.jpg,"[18, 36]",45269,en,The King's Speech,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",18.897,/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,2010-11-26,The King's Speech,False,7.7,7470
False,/nv9m0B29HrQNfebAD6IQ71Rcu6K.jpg,"[18, 10749, 35]",9441,en,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",18.894,/1bBiApUkRfzislORsl07d6XXYsT.jpg,1998-12-25,Stepmom,False,7.1,1169
False,/nCoqKsxqcDB9ZcvZ0zLxulCMaof.jpg,"[53, 9648, 18]",328425,en,The Gift,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,18.875,/kH3qLP8pn68Xq5XwvmPkCyaAU7W.jpg,2015-07-31,The Gift,False,6.7,2718
False,/k6fkif9weBS3uINEaPiq78cbmPO.jpg,"[28, 12, 18]",263341,en,"Crouching Tiger, Hidden Dragon: Sword of Destiny","A story of lost love, young love, a legendary sword and one last opportunity at redemption.",18.847,/te3aeAyhkfqgpa5BSTq3oNxGqQD.jpg,2016-02-18,"Crouching Tiger, Hidden Dragon: Sword of Destiny",False,6.1,517
False,/dPd4GVmBbDYdNpmtXIOJFODfo61.jpg,"[35, 10402, 10749]",9429,en,A Night at the Roxbury,"Despite being well into adulthood, brothers Doug and Steve Butabi still live at home and work in the flower shop owned by their dad. They exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with Richard Grieco gets them inside the swank Roxbury club. Mistaken for high rollers, they meet their dream women, Vivica and Cambi, and resolve to open a club of their own.",18.835,/7oZ5xE4AL4D5EbeQUaoRxahgzJX.jpg,1998-10-01,A Night at the Roxbury,False,6.6,705
False,/sjZIN2oDzOLGYuz21QwWw1tJ8ly.jpg,"[12, 36, 28]",1911,en,The 13th Warrior,"A Muslim ambassador exiled from his homeland, Ahmad ibn Fadlan finds himself in the company of Vikings. While the behavior of the Norsemen initially offends ibn Fadlan, the more cultured outsider grows to respect the tough, if uncouth, warriors. During their travels together, ibn Fadlan and the Vikings get word of an evil presence closing in, and they must fight the frightening and formidable force, which was previously thought to exist only in legend.",18.835,/7pyhR5K1iv67daYw0DfsmsersKA.jpg,1999-08-13,The 13th Warrior,False,6.7,1458
False,/9lc9t4Ej8m0Nk0kpoqeA4RNbuca.jpg,"[35, 18, 10749]",12435,en,The Nanny Diaries,"A college graduate goes to work as a nanny for a rich New York family. Ensconced in their home, she has to juggle their dysfunction, a new romance, and the spoiled brat in her charge.",18.805,/8hX6rcxnCidaqegPCyeFm9PODBn.jpg,2007-08-24,The Nanny Diaries,False,6.3,886
